auser_id,date,first_login,last_login,night_activity,file_access,usb_usage,top_urls,external_emails,risk_factor,threat_percentage,anomaly
AJF0370,2010-02-06,2,16,4,21.0,13.0,0,11.0,74.0,79.56989247311827,-1
AJF0370,2010-02-08,2,20,3,31.0,13.0,0,11.0,77.0,82.79569892473118,-1
AJF0370,2010-02-09,0,20,2,25.0,13.0,0,11.0,72.0,77.41935483870968,-1
AJF0370,2010-02-10,0,23,6,29.0,14.0,0,11.0,85.0,91.39784946236558,-1
AJF0370,2010-02-11,8,20,0,37.0,11.0,0,11.0,68.0,73.11827956989248,-1
AJF0370,2010-02-12,5,16,2,27.0,10.0,0,10.0,62.5,67.20430107526882,-1
AJF0370,2010-02-15,7,16,0,30.0,9.0,0,10.0,57.0,61.29032258064516,-1
AJF0370,2010-02-16,3,23,6,43.0,12.0,0,11.0,86.0,92.47311827956987,-1
AJF0370,2010-02-17,8,20,0,22.0,10.0,0,11.0,57.5,61.82795698924731,-1
AJF0370,2010-02-18,8,21,2,32.0,10.0,0,8.0,62.0,66.66666666666666,-1
AJF0370,2010-02-19,7,19,0,24.0,11.0,0,11.0,61.5,66.12903225806451,-1
AJF0370,2010-02-20,1,16,4,19.0,11.0,0,11.0,67.0,72.04301075268818,-1
AJF0370,2010-02-22,6,23,2,32.0,10.0,0,9.0,63.5,68.27956989247312,-1
AJF0370,2010-02-23,3,19,4,30.0,12.0,0,10.0,74.0,79.56989247311827,-1
AJF0370,2010-02-24,8,23,2,30.0,11.0,0,0.0,52.0,55.91397849462365,-1
AJF0370,2010-02-25,5,21,5,31.0,13.0,0,0.0,64.5,69.35483870967742,-1
AJF0370,2010-02-26,8,23,4,29.0,11.0,0,0.0,55.5,59.67741935483871,-1
AJF0370,2010-03-01,0,19,2,40.0,10.0,0,0.0,54.0,58.06451612903226,-1
AJF0370,2010-03-02,8,21,2,32.0,13.0,0,0.0,59.0,63.44086021505376,-1
AJF0370,2010-03-03,0,20,4,31.0,12.0,0,0.0,59.5,63.97849462365591,-1
AJF0370,2010-03-04,8,22,2,19.0,10.0,0,0.0,43.5,46.774193548387096,-1
AJF0370,2010-03-05,2,16,4,38.0,13.0,0,0.0,66.0,70.96774193548387,-1
AJF0370,2010-03-08,8,23,2,33.0,10.0,0,0.0,50.5,54.3010752688172,-1
AJF0370,2010-03-09,5,16,2,21.0,10.0,0,0.0,44.5,47.8494623655914,-1
AJF0370,2010-03-10,4,22,4,31.0,13.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-03-11,1,22,9,26.0,14.0,0,0.0,73.0,78.49462365591397,-1
AJF0370,2010-03-12,3,23,6,31.0,11.0,0,0.0,60.5,65.05376344086021,-1
AJF0370,2010-03-13,0,18,2,37.0,12.0,0,0.0,58.5,62.903225806451616,-1
AJF0370,2010-03-15,6,23,4,33.0,12.0,0,0.0,60.5,65.05376344086021,-1
AJF0370,2010-03-16,2,22,5,30.0,11.0,0,0.0,58.0,62.365591397849464,-1
AJF0370,2010-03-17,4,16,2,19.0,12.0,0,0.0,49.5,53.2258064516129,-1
AJF0370,2010-03-18,1,22,8,32.0,12.0,0,0.0,68.0,73.11827956989248,-1
AJF0370,2010-03-19,1,19,4,44.0,11.0,0,0.0,63.0,67.74193548387096,-1
AJF0370,2010-03-22,6,23,4,37.0,12.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-03-24,3,22,4,23.0,10.0,0,0.0,49.5,53.2258064516129,-1
AJF0370,2010-03-25,6,21,2,20.0,11.0,0,0.0,47.0,50.53763440860215,-1
AJF0370,2010-03-26,8,22,4,25.0,12.0,0,0.0,56.5,60.752688172043015,-1
AJF0370,2010-03-27,8,23,2,29.0,11.0,0,0.0,51.5,55.376344086021504,-1
AJF0370,2010-03-29,4,20,2,26.0,12.0,0,0.0,53.0,56.98924731182796,-1
AJF0370,2010-03-30,1,23,4,36.0,13.0,0,0.0,65.0,69.89247311827957,-1
AJF0370,2010-03-31,2,16,8,15.0,13.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-04-01,4,22,6,36.0,11.0,0,0.0,63.0,67.74193548387096,-1
AJF0370,2010-04-02,3,16,2,23.0,10.0,0,0.0,45.5,48.924731182795696,-1
AJF0370,2010-04-05,8,23,2,30.0,9.0,0,0.0,46.0,49.46236559139785,-1
AJF0370,2010-04-06,1,16,2,29.0,11.0,0,0.0,51.5,55.376344086021504,-1
AJF0370,2010-04-07,0,23,4,25.0,14.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-04-08,5,23,8,37.0,11.0,0,0.0,67.5,72.58064516129032,-1
AJF0370,2010-04-09,1,16,2,33.0,11.0,0,0.0,53.5,57.52688172043011,-1
AJF0370,2010-04-13,8,22,2,33.0,13.0,0,0.0,59.5,63.97849462365591,-1
AJF0370,2010-04-14,2,16,2,32.0,11.0,0,0.0,53.0,56.98924731182796,-1
AJF0370,2010-04-15,4,16,2,32.0,9.0,0,0.0,47.0,50.53763440860215,-1
AJF0370,2010-04-16,2,16,2,29.0,10.0,0,0.0,48.5,52.1505376344086,-1
AJF0370,2010-04-17,6,21,2,27.0,13.0,0,0.0,56.5,60.752688172043015,-1
AJF0370,2010-04-19,1,23,4,27.0,11.0,0,0.0,54.5,58.602150537634415,-1
AJF0370,2010-04-21,8,20,0,36.0,13.0,0,0.0,57.0,61.29032258064516,-1
AJF0370,2010-04-22,1,23,4,39.0,11.0,0,0.0,60.5,65.05376344086021,-1
AJF0370,2010-04-23,8,20,0,31.0,12.0,0,0.0,51.5,55.376344086021504,-1
AJF0370,2010-04-26,2,23,4,33.0,13.0,0,0.0,63.5,68.27956989247312,-1
AJF0370,2010-04-27,0,16,2,25.0,10.0,0,0.0,46.5,50.0,-1
AJF0370,2010-04-28,3,23,6,31.0,10.0,0,0.0,57.5,61.82795698924731,-1
AJF0370,2010-04-30,4,16,2,29.0,8.0,0,0.0,42.5,45.69892473118279,-1
AJF0370,2010-05-03,2,23,6,41.0,14.0,0,0.0,74.5,80.10752688172043,-1
AJF0370,2010-05-04,2,22,6,36.0,12.0,0,0.0,66.0,70.96774193548387,-1
AJF0370,2010-05-05,4,19,2,25.0,12.0,0,0.0,52.5,56.451612903225815,-1
AJF0370,2010-05-06,1,19,3,33.0,12.0,0,0.0,58.5,62.903225806451616,-1
AJF0370,2010-05-07,4,21,5,48.0,13.0,0,0.0,73.0,78.49462365591397,-1
AJF0370,2010-05-10,5,21,4,34.0,12.0,0,0.0,61.0,65.59139784946237,-1
AJF0370,2010-05-11,8,20,0,32.0,11.0,0,0.0,49.0,52.68817204301075,-1
AJF0370,2010-05-12,2,16,6,24.0,12.0,0,0.0,60.0,64.51612903225806,-1
AJF0370,2010-05-13,3,16,2,21.0,9.0,0,0.0,41.5,44.623655913978496,-1
AJF0370,2010-05-14,6,21,3,17.0,14.0,0,0.0,56.5,60.752688172043015,-1
AJF0370,2010-05-17,5,18,2,29.0,11.0,0,0.0,51.5,55.376344086021504,-1
AJF0370,2010-05-19,6,16,0,29.0,11.0,0,0.0,47.5,51.075268817204304,-1
AJF0370,2010-05-20,8,21,1,27.0,10.0,0,0.0,45.5,48.924731182795696,-1
AJF0370,2010-05-21,3,16,4,17.0,11.0,0,0.0,49.5,53.2258064516129,-1
AJF0370,2010-05-24,2,22,8,39.0,13.0,0,0.0,74.5,80.10752688172043,-1
AJF0370,2010-05-25,6,22,2,34.0,11.0,0,0.0,54.0,58.06451612903226,-1
AJF0370,2010-05-26,6,19,0,29.0,13.0,0,0.0,53.5,57.52688172043011,-1
AJF0370,2010-05-27,3,19,4,27.0,12.0,0,0.0,57.5,61.82795698924731,-1
AJF0370,2010-05-28,5,20,2,39.0,13.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-05-31,0,16,4,24.0,9.0,0,0.0,47.0,50.53763440860215,-1
AJF0370,2010-06-03,8,21,2,27.0,12.0,0,0.0,53.5,57.52688172043011,-1
AJF0370,2010-06-04,3,16,4,32.0,12.0,0,0.0,60.0,64.51612903225806,-1
AJF0370,2010-06-07,0,22,6,32.0,12.0,0,0.0,64.0,68.81720430107528,-1
AJF0370,2010-06-08,0,23,6,30.0,13.0,0,0.0,66.0,70.96774193548387,-1
AJF0370,2010-06-09,4,16,4,37.0,12.0,0,0.0,62.5,67.20430107526882,-1
AJF0370,2010-06-10,8,21,2,35.0,11.0,0,0.0,54.5,58.602150537634415,-1
AJF0370,2010-06-11,4,16,2,20.0,10.0,0,0.0,44.0,47.31182795698925,-1
AJF0370,2010-06-14,2,8,2,31.0,11.0,0,0.0,52.5,56.451612903225815,-1
AJN0607,2010-02-22,7,17,0,4.0,5.0,0,15.0,39.5,42.473118279569896,-1
ATP0662,2010-02-12,0,18,2,5.0,1.0,0,14.0,30.5,32.795698924731184,-1
AVM0947,2010-01-07,7,16,0,27.0,9.0,http://optimum.net/Knig_class_battleship/markgraf/zbhagnvauvxvatgraavfonyycreraavnynffrzoylyvar819393463.jsp | http://washingtonpost.com/Florida_Atlantic_University/dania/nffrzoylyvargebzobarvaqbbetneqraubefronpxevqvatfghagf690874284.php,1.0,42.0,45.16129032258064,-1
AVM0947,2010-01-19,7,16,0,27.0,9.0,0,1.0,42.0,45.16129032258064,-1
BAJ0654,2010-01-04,9,21,1,27.0,1.0,http://wikipedia.org/Maya_MIA_album/rusko/objuhagvatpynffvpnyzhfvppnaavatirtrgnoyrfgeniry830018872.jsp | http://linkedin.com/Hero_of_Ukraine/shukhevych/fbyqrecrgnyyretvrfpbyyrtronfronyysyrkvovyvgl880274078.asp,3.0,23.0,24.731182795698924,-1
BAJ0654,2010-01-05,9,21,1,27.0,2.0,http://wikipedia.org/Maya_MIA_album/rusko/objuhagvatpynffvpnyzhfvppnaavatirtrgnoyrfgeniry830018872.jsp | http://pcworld.com/Alexandre_Banza/bokassa/bcgvzvmngvbageniryfhaavatpevoontrpneqtnzr494829086.php,3.0,26.0,27.956989247311824,-1
BAJ0654,2010-01-06,9,21,1,25.0,1.0,http://weebly.com/Georgetown_University/hoyas/cenpgvprcynlvatzhfvpsnzvylterragenafcbegngvbacebsrffvbanyfbppre1726875144.html | http://pcworld.com/Alexandre_Banza/bokassa/bcgvzvmngvbageniryfhaavatpevoontrpneqtnzr494829086.php,2.0,20.5,22.043010752688172,-1
BAJ0654,2010-01-07,9,21,1,24.0,1.0,http://pcworld.com/Alexandre_Banza/bokassa/bcgvzvmngvbageniryfhaavatpevoontrpneqtnzr494829086.php | http://themeforest.net/Plymouth_Colony/wessagussett/ylevpffbyqreqryrtngrsvfuvatgbheanzrag627205605.asp,3.0,21.5,23.118279569892472,-1
BAJ0654,2010-01-13,9,21,1,27.0,1.0,0,3.0,23.0,24.731182795698924,-1
BAJ0654,2010-01-18,9,21,1,23.0,1.0,0,3.0,21.0,22.58064516129032,-1
BAJ0654,2010-01-20,9,21,1,27.0,1.0,0,3.0,23.0,24.731182795698924,-1
BAJ0654,2010-01-22,9,21,3,27.0,1.0,0,3.0,27.0,29.03225806451613,-1
BAJ0654,2010-01-25,9,21,1,27.0,1.0,0,3.0,23.0,24.731182795698924,-1
BAJ0654,2010-02-04,9,21,1,26.0,1.0,0,3.0,22.5,24.193548387096776,-1
BAJ0654,2010-02-09,9,21,1,26.0,1.0,0,3.0,22.5,24.193548387096776,-1
BAJ0654,2010-02-16,9,21,1,23.0,1.0,0,3.0,21.0,22.58064516129032,-1
BAJ0654,2010-02-17,9,21,1,27.0,1.0,0,3.0,23.0,24.731182795698924,-1
BAJ0654,2010-04-27,9,21,2,27.0,1.0,0,0.0,20.5,22.043010752688172,-1
BAL0044,2010-01-05,7,23,2,6.0,3.0,http://conduit.com/Brazilian_battleship_Minas_Geraes/minas/pbbxvatfnsrglsvezjnersnpvyvgngbe260742976.htm | http://qq.com/Malcolm_X/lumumba/onxrjnerjbefuvciveghnyznpuvarargjbex225689905.php,11.0,32.5,34.946236559139784,-1
BAL0044,2010-01-06,5,22,6,16.0,4.0,http://conduit.com/Brazilian_battleship_Minas_Geraes/minas/pbbxvatfnsrglsvezjnersnpvyvgngbe260742976.htm | http://megaclick.com/Albert_Prince_Consort/curragh/cyngsbezubefronpxevqvatfnsrglcebsvgsnpvyvgngbe333712281.php,11.0,48.5,52.1505376344086,-1
BAL0044,2010-01-07,1,22,6,15.0,5.0,http://ksl.com/Restoration_spectacular/dioclesian/uvxvatrgvdhrggrjnyxvatfgvpxfcvprf2037762889.asp | http://conduit.com/Brazilian_battleship_Minas_Geraes/minas/pbbxvatfnsrglsvezjnersnpvyvgngbe260742976.htm,10.0,49.5,53.2258064516129,-1
BAL0044,2010-01-11,0,21,8,11.0,4.0,0,10.0,48.5,52.1505376344086,-1
BAL0044,2010-01-12,7,23,6,20.0,5.0,0,11.0,53.5,57.52688172043011,-1
BAL0044,2010-01-15,7,22,4,7.0,3.0,0,11.0,37.0,39.784946236559136,-1
BAL0044,2010-01-18,2,15,4,3.0,2.0,0,11.0,32.0,34.40860215053764,-1
BAL0044,2010-01-19,1,21,8,12.0,4.0,0,11.0,50.5,54.3010752688172,-1
BAL0044,2010-01-20,6,22,4,11.0,5.0,0,11.0,45.0,48.38709677419355,-1
BAL0044,2010-01-22,0,23,6,5.0,5.0,0,11.0,46.0,49.46236559139785,-1
BAL0044,2010-01-25,1,15,10,4.0,5.0,0,11.0,53.5,57.52688172043011,-1
BAL0044,2010-01-26,1,23,4,21.0,4.0,0,11.0,47.0,50.53763440860215,-1
BAL0044,2010-01-27,5,23,4,0.0,3.0,0,11.0,33.5,36.02150537634409,-1
BAL0044,2010-01-28,7,23,2,7.0,3.0,0,11.0,33.0,35.483870967741936,-1
BAL0044,2010-01-29,1,23,6,12.0,3.0,0,10.0,42.0,45.16129032258064,-1
BAL0044,2010-02-01,4,23,4,2.0,4.0,0,11.0,37.5,40.32258064516129,-1
BAL0044,2010-02-02,1,22,6,21.0,5.0,0,11.0,54.0,58.06451612903226,-1
BAL0044,2010-02-03,2,23,4,10.0,5.0,0,11.0,44.5,47.8494623655914,-1
BAL0044,2010-02-04,5,22,6,19.0,5.0,0,11.0,53.0,56.98924731182796,-1
BAL0044,2010-02-05,2,22,6,2.0,5.0,0,11.0,44.5,47.8494623655914,-1
BAL0044,2010-02-08,4,23,8,6.0,5.0,0,1.0,35.5,38.17204301075269,-1
BAL0044,2010-02-10,5,15,2,8.0,5.0,0,11.0,39.5,42.473118279569896,-1
BAL0044,2010-02-12,0,23,9,28.0,6.0,0,11.0,66.5,71.50537634408603,-1
BAL0044,2010-02-16,3,21,5,0.0,2.0,0,11.0,32.5,34.946236559139784,-1
BAL0044,2010-02-18,4,21,6,17.0,3.0,0,10.0,44.5,47.8494623655914,-1
BAL0044,2010-02-19,0,20,4,8.0,3.0,0,11.0,37.5,40.32258064516129,-1
BAL0044,2010-02-22,2,19,2,15.0,4.0,0,11.0,40.0,43.01075268817204,-1
BAL0044,2010-02-23,7,23,3,20.0,4.0,0,11.0,44.5,47.8494623655914,-1
BAL0044,2010-02-25,2,21,6,12.0,5.0,0,0.0,33.0,35.483870967741936,-1
BAL0044,2010-02-26,7,23,6,6.0,4.0,0,0.0,27.0,29.03225806451613,-1
BAL0044,2010-03-01,0,23,4,11.0,5.0,0,0.0,28.5,30.64516129032258,-1
BAL0044,2010-03-03,1,15,8,4.0,5.0,0,0.0,33.0,35.483870967741936,-1
BAL0044,2010-03-04,6,21,2,21.0,3.0,0,0.0,23.5,25.268817204301076,-1
BAL0044,2010-03-10,2,18,6,20.0,3.0,0,0.0,31.0,33.33333333333333,-1
BAL0044,2010-03-12,1,23,8,10.0,5.0,0,0.0,36.0,38.70967741935484,-1
BAL0044,2010-03-16,0,22,6,17.0,5.0,0,0.0,35.5,38.17204301075269,-1
BAL0044,2010-03-17,1,23,6,0.0,3.0,0,0.0,21.0,22.58064516129032,-1
BAL0044,2010-03-18,7,23,5,7.0,4.0,0,0.0,25.5,27.419354838709676,-1
BAL0044,2010-03-22,0,15,6,9.0,2.0,0,0.0,22.5,24.193548387096776,-1
BAL0044,2010-03-24,0,23,6,4.0,3.0,0,0.0,23.0,24.731182795698924,-1
BAL0044,2010-03-25,5,22,4,19.0,3.0,0,0.0,26.5,28.49462365591398,-1
BAL0044,2010-03-29,3,22,6,0.0,3.0,0,0.0,21.0,22.58064516129032,-1
BAL0044,2010-04-01,6,23,4,24.0,4.0,0,0.0,32.0,34.40860215053764,-1
BAL0044,2010-04-05,4,20,4,15.0,5.0,0,0.0,30.5,32.795698924731184,-1
BAL0044,2010-04-13,2,21,6,16.0,5.0,0,0.0,35.0,37.634408602150536,-1
BAL0044,2010-04-16,7,23,4,8.0,3.0,0,0.0,21.0,22.58064516129032,-1
BAL0044,2010-04-20,3,22,4,6.0,4.0,0,0.0,23.0,24.731182795698924,-1
BAL0044,2010-04-22,0,15,4,8.0,3.0,0,0.0,21.0,22.58064516129032,-1
BAL0044,2010-04-23,0,22,6,11.0,5.0,0,0.0,32.5,34.946236559139784,-1
BAL0044,2010-04-26,0,19,6,18.0,5.0,0,0.0,36.0,38.70967741935484,-1
BAL0044,2010-04-27,0,23,6,17.0,5.0,0,0.0,35.5,38.17204301075269,-1
BAL0044,2010-04-29,2,23,4,17.0,4.0,0,0.0,28.5,30.64516129032258,-1
BAL0044,2010-04-30,2,23,10,28.0,6.0,0,0.0,52.0,55.91397849462365,-1
BAL0044,2010-05-05,3,23,6,9.0,3.0,0,0.0,25.5,27.419354838709676,-1
BAL0044,2010-05-10,7,22,2,18.0,6.0,0,0.0,31.0,33.33333333333333,-1
BAL0044,2010-05-13,1,15,4,18.0,5.0,0,0.0,32.0,34.40860215053764,-1
BAL0044,2010-05-14,1,23,8,8.0,4.0,0,0.0,32.0,34.40860215053764,-1
BAL0044,2010-05-19,3,23,10,14.0,5.0,0,0.0,42.0,45.16129032258064,-1
BAL0044,2010-05-25,6,23,3,10.0,5.0,0,0.0,26.0,27.956989247311824,-1
BAL0044,2010-05-28,5,22,4,12.0,4.0,0,0.0,26.0,27.956989247311824,-1
BAL0044,2010-06-01,1,21,8,4.0,6.0,0,0.0,36.0,38.70967741935484,-1
BAL0044,2010-06-04,4,20,4,15.0,4.0,0,0.0,27.5,29.56989247311828,-1
BAL0044,2010-06-07,2,20,4,25.0,4.0,0,0.0,32.5,34.946236559139784,-1
BAL0044,2010-06-08,2,23,8,15.0,6.0,0,0.0,41.5,44.623655913978496,-1
BBS0039,2010-01-12,0,23,8,0.0,0.0,0,11.0,32.5,34.946236559139784,-1
BBS0039,2010-01-14,2,23,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-01-18,0,23,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-01-19,3,21,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-01-28,0,21,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-02-03,1,15,6,0.0,0.0,0,10.0,27.0,29.03225806451613,-1
BBS0039,2010-02-05,2,21,6,0.0,0.0,0,10.0,27.0,29.03225806451613,-1
BBS0039,2010-02-15,2,19,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-02-16,7,22,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BBS0039,2010-02-19,2,23,10,0.0,0.0,0,11.0,36.5,39.247311827956985,-1
BBS0422,2010-01-14,1,18,2,14.0,1.0,0,9.0,27.5,29.56989247311828,-1
BJM0111,2010-01-14,9,18,0,26.0,9.0,0,3.0,44.5,47.8494623655914,-1
BJM0111,2010-01-15,3,18,1,20.0,6.0,0,3.0,34.5,37.096774193548384,-1
BJM0111,2010-01-20,9,18,0,27.0,8.0,0,3.0,42.0,45.16129032258064,-1
BJM0111,2010-01-27,0,18,2,26.0,9.0,0,3.0,48.5,52.1505376344086,-1
BJM0111,2010-01-28,4,18,2,26.0,7.0,0,3.0,42.5,45.69892473118279,-1
BJM0111,2010-02-10,9,23,1,23.0,9.0,0,2.0,43.5,46.774193548387096,-1
BJM0111,2010-02-11,4,18,1,18.0,7.0,0,3.0,36.5,39.247311827956985,-1
BJM0111,2010-02-12,9,18,0,24.0,9.0,0,3.0,43.5,46.774193548387096,-1
BJM0111,2010-02-16,9,18,0,21.0,10.0,0,3.0,45.0,48.38709677419355,-1
BJM0111,2010-02-18,9,18,0,22.0,10.0,0,3.0,45.5,48.924731182795696,-1
BJM0111,2010-02-23,7,18,0,25.0,8.0,0,3.0,41.0,44.086021505376344,-1
BJM0111,2010-03-24,4,18,2,20.0,8.0,0,0.0,38.0,40.86021505376344,-1
BJM0111,2010-04-27,4,18,1,25.0,8.0,0,0.0,38.5,41.39784946236559,-1
BJM0111,2010-05-13,3,18,2,22.0,8.0,0,0.0,39.0,41.935483870967744,-1
BJM0111,2010-06-01,1,20,2,18.0,9.0,0,0.0,40.0,43.01075268817204,-1
BJM0111,2010-06-04,2,18,2,20.0,8.0,0,0.0,38.0,40.86021505376344,-1
BJP0134,2010-01-14,8,18,0,27.0,9.0,0,1.0,42.0,45.16129032258064,-1
BJP0134,2010-01-26,8,18,0,27.0,9.0,0,1.0,42.0,45.16129032258064,-1
BJP0134,2010-02-03,9,18,0,27.0,9.0,0,1.0,42.0,45.16129032258064,-1
BKW0374,2010-01-11,0,16,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BKW0374,2010-01-18,3,22,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BKW0374,2010-01-25,4,23,8,0.0,0.0,0,10.0,31.0,33.33333333333333,-1
BKW0374,2010-02-03,5,22,6,0.0,0.0,0,8.0,24.0,25.806451612903224,-1
BKW0374,2010-02-16,1,18,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BKW0374,2010-02-18,3,21,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BKW0374,2010-02-19,8,23,6,0.0,0.0,0,11.0,28.5,30.64516129032258,-1
BMG0917,2010-01-04,8,19,0,21.0,9.0,http://nymag.com/Terra_Nova_Expedition/koettlitz/qbjaevttvatpnzcpbbxvatzngurzngvpf2145772149.htm | http://digitalpoint.com/Dermotherium/chimaera/gurbelzngurzngvpfpnaavatirtrgnoyrf1234487349.jsp,9.0,51.0,54.83870967741935,-1
BMG0917,2010-01-05,8,19,0,20.0,9.0,http://nfl.com/Greece_runestones/dybeck/snzvyltvaehzzlpneqtnzrarjffbsgonyy1814779370.jsp | http://shareasale.com/Singin_and_Swingin_and_Gettin_Merry_Like_Christmas/swingin/fpbbgretebffqbzrfgvpcebqhpgpregvsvpngvbaxvarzngvpf1682219461.html,9.0,50.5,54.3010752688172,-1
BMG0917,2010-01-06,8,19,0,19.0,9.0,http://inbox.com/Cheadle_Hulme/hulme/yrnqrefuvcnanylfvfselvat513824541.aspx | http://statcounter.com/Rosa_Parks/kindhellip/phrfgvpxnanylfvffrrvatrlrqbtfxvf39707425.jsp,9.0,50.0,53.76344086021505,-1
BMG0917,2010-01-07,8,19,0,24.0,9.0,http://apple.com/Peterloo_Massacre/peterloo/uvxvatcnegvpyrculfvpfernyvglgi80960940.html | http://nymag.com/Terra_Nova_Expedition/koettlitz/qbjaevttvatpnzcpbbxvatzngurzngvpf2145772149.htm,9.0,52.5,56.451612903225815,-1
BMG0917,2010-01-08,8,19,0,24.0,8.0,0,9.0,49.5,53.2258064516129,-1
BMG0917,2010-01-11,8,19,0,20.0,8.0,0,9.0,47.5,51.075268817204304,-1
BMG0917,2010-01-12,8,19,0,24.0,9.0,0,9.0,52.5,56.451612903225815,-1
